Time(ms),Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,CO2
235960,0.343,0.102,0.143,-15.481,20.122,5.489,0
235970,0.419,0.160,0.181,-12.000,17.786,10.450,0
235980,0.505,0.258,0.240,0.809,8.649,17.916,0
235990,0.522,0.328,0.241,21.206,-1.977,23.702,0
236000,0.420,0.270,0.285,44.168,-7.565,24.687,1353
236010,0.245,0.136,0.219,63.489,-18.924,18.267,0
236020,0.169,0.128,0.106,68.275,-22.511,15.237,0
236030,0.039,0.106,-0.086,71.107,-19.656,11.954,0
236040,-0.079,0.144,-0.176,72.214,-7.748,10.870,0
236050,-0.181,0.199,-0.040,74.756,1.420,11.847,1417
236060,-0.446,0.239,0.318,74.443,-6.061,13.504,0
236070,-0.630,0.163,0.409,70.870,-18.008,14.298,0
236080,-1.000,-0.037,0.385,61.008,-48.015,4.893,0
236090,-1.680,-0.114,0.252,56.763,-62.519,-0.237,0
236100,-2.000,-0.240,0.108,67.511,-59.954,-2.252,1247
236110,-2.000,-0.083,-0.225,111.603,-51.977,-4.099,0
236120,-2.000,0.011,-0.390,121.992,-52.588,3.466,0
236130,-2.000,0.426,-0.621,100.687,-58.466,13.214,0
236140,-2.000,0.150,-0.527,98.511,-50.267,17.695,0
236150,-2.000,-0.067,-0.665,83.756,-40.740,11.588,1021
236160,-2.000,-0.312,-0.491,87.282,13.023,-3.321,0
236170,-1.958,-0.344,-0.365,92.046,20.794,-10.687,0
236180,-1.779,-0.375,-0.200,104.130,23.229,-22.031,0
236190,-1.672,-0.390,-0.119,115.847,16.824,-28.244,0
236200,-1.583,-0.269,-0.106,114.786,2.809,-31.321,932
236210,-1.310,-0.163,-0.130,92.328,-11.840,-30.374,0
236220,-1.159,-0.168,-0.130,82.947,-11.038,-30.282,0
236230,-0.917,-0.188,-0.130,71.824,-2.458,-30.435,0
236240,-0.745,-0.190,-0.082,66.817,12.725,-30.763,0
236250,-0.570,-0.218,0.037,64.908,21.206,-30.832,764
236260,-0.356,-0.126,0.193,55.198,21.695,-28.893,0
236270,-0.253,-0.080,0.216,49.099,20.786,-26.527,0
236280,-0.089,-0.008,0.184,36.573,17.206,-21.229,0
236290,0.063,-0.022,0.114,29.557,16.779,-16.313,0
236300,0.201,-0.067,0.089,21.328,22.870,-14.160,591
236310,0.368,-0.156,0.156,10.305,32.313,-15.756,0
236320,0.451,-0.195,0.160,7.450,30.893,-17.305,0
236330,0.507,-0.202,0.230,1.542,23.038,-19.031,0
236340,0.420,-0.221,0.354,-9.260,8.313,-18.130,0
236350,0.289,-0.244,0.363,-23.855,-9.840,-15.198,553
236360,0.109,-0.243,0.270,-41.878,-23.450,-12.145,0
236370,0.051,-0.238,0.240,-47.885,-23.931,-10.794,0
236380,-0.011,-0.243,0.206,-56.870,-19.542,-8.435,0
236390,-0.078,-0.293,0.213,-66.298,-12.183,-6.664,0
236400,-0.236,-0.321,0.391,-72.412,-8.855,-2.756,539
236410,-0.665,-0.211,0.375,-63.756,-14.046,8.969,0
236420,-0.936,-0.142,0.274,-58.802,-17.053,17.298,0
236430,-1.539,-0.082,0.111,-61.366,-16.702,32.374,0
236440,-2.000,-0.222,-0.027,-82.076,-11.542,37.153,0
236450,-2.000,-0.414,-0.033,-116.656,-16.008,19.031,499
236460,-2.000,-0.731,0.067,-121.160,-42.511,-33.122,0
236470,-2.000,-0.839,-0.150,-101.015,-39.183,-39.840,0
236480,-2.000,-0.840,-0.283,-62.206,-21.763,-41.023,0
236490,-2.000,-0.552,-0.471,-50.504,-3.863,-37.153,0
236500,-2.000,-0.226,-0.574,-50.870,22.679,-22.992,470
236510,-2.000,0.170,-0.275,-79.641,43.115,-1.435,0
236520,-2.000,0.272,-0.152,-101.160,36.122,6.588,0
236530,-1.854,0.308,-0.046,-133.359,16.115,17.573,0
236540,-1.602,0.198,-0.077,-145.649,5.695,20.870,0
236550,-1.395,0.097,-0.170,-139.901,3.252,20.634,463
236560,-1.135,0.055,-0.237,-126.740,-6.107,21.107,0
236570,-1.033,0.100,-0.324,-126.344,-9.931,22.275,0
236580,-0.865,0.064,-0.280,-119.542,-5.221,26.282,0
236590,-0.729,-0.018,-0.184,-111.176,-1.321,27.115,0
236600,-0.604,-0.057,-0.078,-90.473,5.305,27.191,452
236610,-0.344,-0.047,0.019,-60.092,15.641,23.534,0
236620,-0.230,-0.033,0.030,-50.740,18.832,20.740,0
236630,-0.033,-0.036,0.039,-38.366,22.504,16.832,0
236640,0.112,-0.008,0.016,-31.916,21.115,11.771,0
236650,0.228,0.025,-0.001,-30.336,12.603,9.015,415
236660,0.357,0.163,0.151,-23.053,-2.282,7.061,0
236670,0.341,0.239,0.276,-16.237,-6.290,8.008,0
236680,0.344,0.336,0.264,5.977,-9.656,9.924,0
236690,0.349,0.342,0.238,28.641,-18.000,11.061,0
236700,0.274,0.246,0.287,43.252,-28.046,8.809,335
236710,0.131,0.149,0.128,52.733,-26.527,4.603,0
236720,0.071,0.135,-0.006,55.992,-22.466,5.702,0
236730,-0.013,0.101,-0.195,59.244,-9.985,8.115,0
236740,-0.146,0.081,-0.227,64.817,3.779,10.824,0
236750,-0.285,0.182,-0.094,76.740,11.496,12.817,295
236760,-0.618,0.298,0.325,88.702,10.977,12.702,0
236770,-0.833,0.282,0.424,86.099,0.618,12.962,0
236780,-1.328,0.139,0.355,75.893,-22.290,8.817,0
236790,-1.901,0.019,0.185,68.954,-42.344,7.817,0
236800,-2.000,-0.149,0.017,63.481,-54.954,6.679,302
236810,-2.000,0.042,0.112,75.962,-61.702,7.382,0
236820,-2.000,0.106,0.149,90.748,-63.733,15.328,0
236830,-2.000,0.124,-0.090,116.840,-60.931,18.527,0
236840,-2.000,0.023,-0.500,127.214,-43.893,16.809,0
236850,-2.000,-0.154,-0.668,108.168,-24.069,5.069,296
236860,-2.000,-0.308,-0.482,96.908,9.962,-9.168,0
236870,-2.000,-0.398,-0.373,97.344,15.489,-16.603,0
236880,-1.923,-0.516,-0.231,105.824,15.611,-27.794,0
236890,-1.729,-0.442,-0.121,118.893,11.641,-36.206,0
236900,-1.506,-0.208,-0.091,115.427,3.466,-36.344,312
236910,-1.206,-0.017,-0.126,97.412,0.962,-32.115,0
236920,-1.115,0.007,-0.126,89.847,4.305,-30.534,0
236930,-0.926,-0.013,-0.042,78.069,12.221,-27.534,0
236940,-0.742,-0.050,0.073,69.267,15.573,-26.931,0
236950,-0.499,-0.082,0.173,64.641,16.183,-24.412,333
236960,-0.251,-0.099,0.221,54.847,9.824,-18.137,0
236970,-0.136,-0.117,0.207,51.092,8.748,-14.443,0
236980,0.017,-0.141,0.096,44.870,15.008,-7.481,0
236990,0.108,-0.217,0.004,40.702,29.061,-2.969,0
237000,0.253,-0.215,-0.025,35.344,41.450,-1.649,441
237010,0.376,-0.201,0.105,21.359,39.366,-3.298,0
237020,0.409,-0.215,0.198,14.511,34.588,-3.420,0
237030,0.409,-0.241,0.349,-0.740,20.924,-4.130,0
237040,0.361,-0.270,0.447,-20.229,1.611,-5.084,0
237050,0.290,-0.299,0.408,-32.382,-13.389,-5.954,657
237060,0.148,-0.333,0.233,-43.221,-15.137,-5.321,0
237070,0.071,-0.368,0.233,-45.672,-3.893,-4.977,0
237080,-0.060,-0.376,0.176,-54.420,5.092,-3.618,0
237090,-0.265,-0.360,0.200,-65.115,8.130,0.855,0
237100,-0.589,-0.261,0.328,-74.901,22.740,12.321,849
237110,-1.126,0.000,0.269,-88.137,-18.427,30.733,0
237120,-1.500,0.018,0.318,-93.527,-27.183,38.069,0
237130,-2.000,-0.144,0.287,-106.962,-28.137,37.496,0
237140,-2.000,-0.648,0.128,-119.092,-34.809,17.992,0
237150,-2.000,-1.023,-0.166,-110.176,-49.328,-28.695,939
237160,-2.000,-0.868,-0.626,-80.740,-32.725,-43.618,0
237170,-2.000,-0.735,-0.644,-71.626,-14.038,-37.160,0
237180,-2.000,-0.203,-0.617,-73.954,8.305,-27.710,0
237190,-2.000,0.217,-0.442,-85.977,29.458,-9.550,0
237200,-1.847,0.412,-0.149,-105.588,34.366,4.771,1031
237210,-1.525,0.477,0.195,-125.786,14.992,12.237,0
237220,-1.400,0.435,0.210,-125.481,4.878,14.290,0
237230,-1.276,0.310,0.074,-114.137,-3.420,15.382,0
237240,-1.251,0.155,-0.160,-99.618,-8.115,18.473,0
237250,-1.307,0.126,-0.380,-90.931,-9.130,22.695,1070
237260,-1.216,0.036,-0.423,-87.130,2.137,28.779,0
237270,-1.133,-0.019,-0.350,-83.206,8.008,30.244,0
237280,-0.954,-0.087,-0.187,-69.809,14.939,30.061,0
237290,-0.770,-0.109,-0.098,-50.588,16.359,27.366,0
237300,-0.542,-0.096,-0.060,-34.321,16.626,21.809,1083
237310,-0.212,-0.018,-0.055,-21.084,20.824,11.679,0
237320,-0.121,-0.014,-0.034,-17.901,23.153,8.260,0
237330,0.127,0.120,0.017,-16.832,24.954,7.275,0
237340,0.302,0.203,0.068,-16.794,21.786,11.550,0
237350,0.455,0.245,0.140,-13.618,19.053,19.382,1140
237360,0.553,0.232,0.271,8.504,7.985,29.611,0
237370,0.547,0.225,0.302,20.855,3.305,31.702,0
237380,0.467,0.193,0.305,45.931,-7.504,32.252,0
237390,0.287,0.122,0.241,63.580,-15.229,28.756,0
237400,0.119,0.107,0.236,71.405,-16.504,23.397,1228
237410,-0.056,0.085,0.053,75.992,-16.527,19.008,0
237420,-0.120,0.092,-0.044,79.046,-10.595,18.656,0
237430,-0.247,0.116,-0.081,80.237,-0.565,17.969,0
237440,-0.388,0.179,0.151,72.458,5.542,16.229,0
237450,-0.620,0.105,0.346,60.992,-7.290,14.420,1290
237460,-1.226,-0.085,0.400,48.649,-47.565,7.153,0
237470,-1.634,-0.156,0.313,46.916,-60.229,7.076,0
237480,-2.000,-0.266,0.158,58.359,-56.244,4.771,0
237490,-2.000,-0.247,-0.190,80.618,-25.489,5.137,0
237500,-2.000,0.193,-0.204,94.046,-7.389,4.664,1317
237510,-2.000,0.347,-0.596,96.924,-46.595,-0.527,0
237520,-2.000,0.160,-0.620,114.672,-45.137,-0.817,0
237530,-2.000,0.010,-0.586,113.985,-37.901,-7.252,0
237540,-1.971,-0.183,-0.504,109.443,-8.786,-13.527,0
237550,-1.706,-0.387,-0.331,100.893,18.328,-21.374,1360
237560,-1.501,-0.482,-0.265,99.687,24.908,-36.931,0
237570,-1.472,-0.471,-0.275,101.191,23.954,-39.450,0
237580,-1.438,-0.327,-0.237,98.710,22.672,-39.359,0
237590,-1.390,-0.228,-0.224,87.695,11.664,-38.802,0
237600,-1.237,-0.148,-0.164,75.198,1.389,-39.550,1327
237610,-0.974,-0.077,-0.007,58.969,-7.763,-39.542,0
237620,-0.865,-0.052,0.022,58.015,-5.496,-38.695,0
237630,-0.704,-0.053,0.082,55.885,2.840,-35.481,0
237640,-0.566,0.005,0.045,51.924,9.191,-32.260,0
237650,-0.400,0.002,0.043,40.763,13.176,-28.863,1110
237660,-0.100,-0.014,0.022,17.901,21.168,-23.328,0
237670,0.019,-0.056,0.024,10.649,27.901,-22.573,0
237680,0.264,-0.105,0.052,4.237,40.115,-20.206,0
237690,0.445,-0.164,0.116,4.267,46.656,-20.405,0
237700,0.563,-0.208,0.177,2.954,42.252,-22.252,778
237710,0.540,-0.301,0.325,-6.885,23.053,-25.931,0
237720,0.473,-0.331,0.370,-14.962,12.183,-26.252,0
237730,0.317,-0.329,0.405,-30.267,-6.275,-25.603,0
237740,0.218,-0.303,0.361,-43.046,-17.282,-22.748,0
237750,0.125,-0.281,0.289,-56.885,-22.275,-19.557,529
237760,-0.028,-0.274,0.289,-73.893,-17.916,-16.496,0
237770,-0.143,-0.296,0.442,-80.840,-15.130,-14.450,0
237780,-0.370,-0.327,0.562,-85.550,-17.137,-8.534,0
237790,-0.701,-0.252,0.490,-77.519,-20.473,3.771,0
237800,-1.255,-0.176,0.292,-68.573,-23.229,18.710,398
237810,-2.000,-0.163,0.060,-86.824,-7.595,35.649,0
237820,-2.000,-0.352,-0.020,-103.588,-4.214,33.580,0
237830,-2.000,-0.584,0.034,-126.893,-38.412,0.603,0
237840,-2.000,-0.670,-0.023,-123.038,-55.214,-37.053,0
237850,-2.000,-0.922,-0.154,-73.481,-33.916,-42.832,325
237860,-2.000,-0.511,-0.503,-32.710,1.863,-40.290,0
237870,-2.000,-0.208,-0.620,-27.771,22.015,-29.832,0
237880,-2.000,0.041,-0.555,-49.878,36.733,-11.122,0
237890,-2.000,0.221,-0.299,-85.901,27.588,2.374,0
237900,-1.824,0.324,-0.111,-119.817,17.542,17.908,269
237910,-1.452,0.100,-0.050,-137.084,6.122,25.015,0
237920,-1.379,0.039,-0.090,-136.450,0.008,25.031,0
237930,-1.291,0.003,-0.203,-130.397,-10.740,26.702,0
237940,-1.142,0.001,-0.262,-119.908,-19.160,30.221,0
237950,-0.979,-0.007,-0.227,-111.809,-22.725,31.176,258
237960,-0.791,-0.025,-0.016,-84.038,-16.550,33.023,0
237970,-0.719,-0.040,0.052,-62.244,-12.206,33.206,0
237980,-0.552,-0.021,0.074,-28.771,0.489,32.290,0
237990,-0.357,0.062,0.019,-6.748,13.206,26.702,0
238000,-0.161,0.166,-0.081,-9.550,19.214,19.466,272
238010,-0.001,0.128,-0.072,-33.107,20.481,11.244,0
238020,0.043,0.112,-0.036,-38.855,18.214,10.626,0
238030,0.108,0.091,0.007,-37.481,16.198,12.931,0
238040,0.191,0.088,0.045,-22.504,17.840,18.290,0
238050,0.262,0.132,0.081,-1.580,17.870,23.267,269
238060,0.319,0.246,0.185,29.015,9.183,27.733,0
238070,0.323,0.282,0.220,42.603,7.550,26.534,0
238080,0.256,0.272,0.282,63.908,6.664,26.176,0
238090,0.218,0.242,0.209,76.237,3.893,22.305,0
238100,0.142,0.157,0.046,81.786,6.374,21.374,296
238110,0.036,0.072,-0.186,81.534,8.847,20.084,0
238120,-0.036,0.069,-0.233,81.290,10.015,20.412,0
238130,-0.171,0.112,-0.155,80.214,12.206,21.496,0
238140,-0.306,0.196,-0.001,80.557,11.313,22.756,0
238150,-0.510,0.229,0.216,78.046,1.504,24.198,539
238160,-1.018,-0.005,0.326,63.786,-29.710,16.069,0
238170,-1.405,-0.101,0.267,55.740,-45.458,11.588,0
238180,-2.000,-0.264,0.167,40.496,-62.450,4.710,0
238190,-2.000,-0.270,0.163,36.824,-66.359,-1.809,0
238200,-2.000,-0.038,0.199,56.092,-66.893,-5.664,855
238210,-2.000,0.156,-0.326,105.458,-58.725,13.977,0
238220,-2.000,0.155,-0.472,117.443,-55.260,14.672,0
238230,-2.000,0.022,-0.702,113.771,-51.603,7.374,0
238240,-2.000,-0.222,-0.762,110.168,-20.198,-2.931,0
238250,-2.000,-0.281,-0.660,110.519,6.733,-13.664,953
238260,-2.000,-0.335,-0.535,118.855,27.023,-28.511,0
238270,-1.938,-0.305,-0.519,122.916,33.344,-31.824,0
238280,-1.718,-0.198,-0.485,122.565,40.267,-32.634,0
238290,-1.513,-0.133,-0.330,113.985,37.855,-30.664,0
238300,-1.337,-0.064,-0.190,98.046,19.237,-31.908,1024
238310,-0.994,-0.040,-0.054,80.359,10.359,-32.840,0
238320,-0.839,-0.014,0.010,75.168,13.504,-32.374,0
238330,-0.638,-0.026,0.122,69.031,18.901,-30.916,0
238340,-0.500,-0.087,0.218,62.153,16.504,-29.473,0
238350,-0.337,-0.149,0.265,54.847,8.473,-28.145,1069
238360,-0.038,-0.154,0.199,44.008,2.092,-24.466,0
238370,0.056,-0.144,0.135,39.427,3.794,-22.611,0
238380,0.213,-0.163,-0.025,31.237,11.534,-19.260,0
238390,0.351,-0.171,-0.053,20.443,25.046,-16.443,0
238400,0.459,-0.210,0.047,11.718,32.244,-14.702,1090
238410,0.519,-0.232,0.249,0.511,24.092,-15.053,0
238420,0.485,-0.234,0.324,-4.870,16.458,-14.832,0
238430,0.360,-0.235,0.384,-17.069,-3.878,-14.107,0
238440,0.219,-0.228,0.336,-27.748,-20.191,-11.947,0
238450,0.094,-0.223,0.264,-38.718,-26.481,-10.183,1125
238460,-0.060,-0.253,0.185,-49.427,-17.435,-8.321,0
238470,-0.145,-0.261,0.209,-53.252,-10.626,-6.664,0
238480,-0.300,-0.266,0.313,-58.344,-2.221,-2.031,0
238490,-0.551,-0.232,0.393,-60.771,3.107,7.046,0
238500,-0.953,-0.145,0.388,-62.534,-3.061,14.649,1173
238510,-1.766,-0.047,0.196,-67.840,-12.099,29.565,0
238520,-2.000,-0.114,0.101,-70.473,-11.954,31.496,0
238530,-2.000,-0.437,0.127,-94.672,-17.198,25.496,0
238540,-2.000,-0.728,0.074,-103.817,-41.611,-1.809,0
238550,-2.000,-0.818,-0.229,-88.626,-57.168,-26.840,1219
238560,-2.000,-0.750,-0.632,-61.107,-10.382,-27.557,0
238570,-2.000,-0.535,-0.673,-64.145,8.511,-27.802,0
238580,-2.000,-0.096,-0.649,-74.504,30.557,-21.107,0
238590,-2.000,0.173,-0.445,-96.336,44.855,-9.931,0
238600,-1.980,0.328,-0.157,-128.710,38.122,2.290,1220
238610,-1.662,0.327,0.050,-144.931,18.130,13.076,0
238620,-1.530,0.253,0.035,-140.985,10.122,16.168,0
238630,-1.383,0.167,-0.144,-126.527,2.786,18.832,0
238640,-1.279,0.110,-0.310,-109.756,1.901,21.939,0
238650,-1.148,0.084,-0.388,-103.771,5.122,26.015,1205
238660,-0.908,0.039,-0.251,-104.550,8.305,31.985,0
238670,-0.798,0.030,-0.152,-101.038,10.084,34.565,0
238680,-0.605,-0.010,0.046,-80.412,13.740,35.893,0
238690,-0.402,-0.054,0.071,-58.168,13.924,33.031,0
238700,-0.240,-0.114,0.052,-33.756,20.298,24.153,1213
238710,0.040,-0.015,0.039,-25.237,17.435,12.786,0
238720,0.142,0.032,0.028,-27.573,14.069,8.908,0
238730,0.285,0.100,0.015,-31.496,11.870,6.977,0
238740,0.374,0.137,0.033,-25.870,10.504,9.008,0
238750,0.424,0.161,0.119,-11.947,7.290,10.443,1234
238760,0.356,0.232,0.226,16.924,-3.008,10.435,0
238770,0.299,0.235,0.233,31.641,-9.023,9.221,0
238780,0.201,0.220,0.206,52.038,-17.756,6.511,0
238790,0.111,0.197,0.105,63.282,-23.328,4.298,0
238800,0.036,0.180,-0.058,68.878,-22.046,4.756,1264
238810,-0.077,0.158,-0.225,72.260,-6.466,6.267,0
238820,-0.138,0.174,-0.174,73.855,2.260,8.000,0
238830,-0.237,0.192,0.003,75.611,4.863,10.405,0
238840,-0.416,0.192,0.193,73.397,-4.649,12.435,0
238850,-0.721,0.028,0.307,68.710,-24.855,9.740,1290
238860,-1.600,-0.070,0.236,67.069,-58.107,0.969,0
238870,-2.000,-0.086,0.160,70.710,-59.519,-0.351,0
238880,-2.000,-0.185,-0.035,86.756,-54.153,-1.924,0
238890,-2.000,-0.090,-0.243,101.191,-37.771,-5.718,0
238900,-2.000,0.333,-0.278,97.092,-38.916,-1.290,1138
238910,-2.000,0.091,-0.304,111.420,-58.344,4.145,0
238920,-2.000,0.046,-0.483,108.710,-58.229,3.015,0
238930,-2.000,-0.138,-0.455,105.542,-30.015,0.382,0
238940,-1.921,-0.349,-0.458,104.573,-7.214,-7.702,0
238950,-1.784,-0.453,-0.391,108.183,9.496,-18.954,886
238960,-1.681,-0.418,-0.328,110.901,15.519,-28.084,0
238970,-1.635,-0.289,-0.306,111.168,18.634,-29.664,0
238980,-1.489,-0.195,-0.249,101.947,15.053,-29.687,0
238990,-1.319,-0.145,-0.159,84.481,0.053,-30.916,0
239000,-1.113,-0.145,-0.104,70.832,-5.374,-33.206,758
239010,-0.784,-0.159,0.025,60.863,2.870,-34.931,0
239020,-0.664,-0.191,0.068,59.473,6.305,-35.481,0
239030,-0.473,-0.216,0.147,56.069,9.000,-36.252,0
239040,-0.309,-0.188,0.189,47.206,6.634,-34.389,0
239050,-0.113,-0.151,0.136,36.015,5.176,-31.038,634
239060,0.107,-0.131,0.069,17.992,13.443,-24.985,0
239070,0.204,-0.140,0.065,13.160,19.702,-22.695,0
239080,0.341,-0.175,0.056,5.206,30.855,-22.145,0
239090,0.449,-0.183,0.088,-1.137,37.145,-22.695,0
239100,0.486,-0.178,0.201,-10.107,32.160,-23.015,519
239110,0.399,-0.186,0.389,-25.534,8.977,-19.824,0
239120,0.322,-0.167,0.406,-31.687,-3.053,-18.031,0
239130,0.179,-0.145,0.371,-40.847,-19.794,-16.305,0
239140,0.067,-0.146,0.305,-49.916,-26.481,-14.053,0
239150,-0.035,-0.189,0.266,-58.168,-22.618,-12.153,488
239160,-0.237,-0.331,0.377,-70.328,-17.718,-6.786,0
239170,-0.385,-0.359,0.442,-72.229,-16.832,-2.084,0
239180,-0.775,-0.363,0.431,-69.519,-13.282,8.496,0
239190,-1.253,-0.300,0.177,-72.718,-13.565,20.817,0
239200,-2.000,-0.362,0.034,-92.481,-9.565,33.641,462
239210,-2.000,-0.701,-0.027,-117.374,-18.885,13.756,0
239220,-2.000,-0.767,0.088,-111.504,-27.901,-6.076,0
239230,-2.000,-0.836,0.010,-94.985,-22.275,-38.023,0
239240,-2.000,-0.906,-0.168,-66.275,-1.725,-43.366,0
239250,-2.000,-0.642,-0.382,-53.809,4.733,-38.985,407
239260,-2.000,-0.194,-0.383,-67.702,25.115,-21.206,0
239270,-2.000,-0.090,-0.321,-81.061,27.275,-13.038,0
239280,-1.990,0.105,-0.183,-106.176,22.542,-2.290,0
239290,-1.880,0.244,-0.132,-131.084,14.176,10.229,0
239300,-1.759,0.124,-0.142,-146.321,2.939,18.511,358
239310,-1.577,-0.061,-0.225,-145.252,-6.573,19.412,0
239320,-1.494,-0.070,-0.279,-139.038,-9.710,18.626,0
239330,-1.334,-0.040,-0.329,-128.153,-8.756,21.924,0
239340,-1.121,-0.035,-0.339,-121.015,-4.504,26.412,0
239350,-0.939,-0.044,-0.269,-112.389,3.626,29.916,366
239360,-0.670,-0.077,-0.129,-99.473,15.038,29.153,0
239370,-0.565,-0.092,-0.093,-93.313,17.779,27.214,0
239380,-0.391,-0.073,-0.044,-80.893,21.618,23.931,0
239390,-0.185,-0.021,0.003,-64.389,27.206,20.748,0
239400,-0.012,-0.023,0.086,-50.405,29.718,18.550,361
239410,0.268,0.094,0.138,-37.809,23.137,14.092,0
239420,0.322,0.118,0.134,-37.321,14.901,12.962,0
239430,0.407,0.177,0.135,-36.237,2.214,11.840,0
239440,0.404,0.253,0.146,-28.328,-7.405,13.824,0
239450,0.346,0.313,0.158,-13.275,-11.542,16.527,301
239460,0.209,0.328,0.148,15.458,-14.267,16.542,0
239470,0.145,0.294,0.165,24.443,-15.450,15.832,0
239480,0.075,0.210,0.133,38.229,-21.366,13.595,0
239490,0.049,0.136,0.044,46.718,-20.489,13.908,0
239500,0.002,0.111,-0.065,54.183,-19.214,14.137,247
239510,-0.145,0.145,-0.020,67.542,-12.115,14.878,0
239520,-0.249,0.171,0.072,74.504,-7.832,16.229,0
239530,-0.472,0.223,0.295,81.649,-5.466,19.130,0
239540,-0.783,0.166,0.383,79.725,-12.275,23.115,0
239550,-1.259,-0.051,0.246,66.092,-32.962,22.298,238
239560,-2.000,-0.378,-0.086,55.641,-61.832,17.099,0
239570,-2.000,-0.424,-0.105,57.130,-72.672,14.008,0
239580,-2.000,-0.115,0.089,70.458,-82.412,1.771,0
239590,-2.000,0.209,0.102,93.939,-78.489,3.634,0
239600,-2.000,0.271,-0.145,125.565,-56.809,11.344,241
239610,-2.000,0.104,-0.571,129.740,-32.672,16.305,0
239620,-2.000,-0.045,-0.685,120.229,-21.519,13.069,0
239630,-2.000,-0.227,-0.603,102.916,1.305,6.130,0
239640,-2.000,-0.503,-0.478,91.443,7.008,-4.939,0
239650,-2.000,-0.550,-0.382,96.305,13.916,-17.656,245
239660,-1.828,-0.398,-0.269,105.221,17.389,-29.198,0
239670,-1.674,-0.292,-0.215,106.359,14.198,-31.718,0
239680,-1.402,-0.152,-0.139,102.359,6.489,-33.282,0
239690,-1.171,-0.069,-0.107,93.794,2.840,-33.145,0
239700,-0.959,-0.036,-0.098,82.664,7.321,-31.786,243
239710,-0.694,-0.066,-0.002,67.221,20.397,-29.855,0
239720,-0.578,-0.075,0.047,62.237,24.557,-28.687,0
239730,-0.427,-0.097,0.109,54.901,26.336,-25.115,0
239740,-0.266,-0.110,0.126,48.214,24.099,-20.160,0
239750,-0.110,-0.082,0.087,43.405,25.450,-14.954,249
239760,0.090,-0.113,0.039,37.702,34.924,-10.924,0
239770,0.182,-0.128,0.041,34.366,40.244,-10.244,0
239780,0.305,-0.163,0.072,30.176,43.534,-12.702,0
239790,0.382,-0.189,0.212,21.282,42.878,-15.153,0
239800,0.426,-0.201,0.334,6.756,32.321,-17.756,336
239810,0.363,-0.255,0.434,-18.427,8.153,-18.092,0
239820,0.302,-0.293,0.459,-28.809,-2.840,-17.313,0
239830,0.163,-0.322,0.412,-38.618,-17.794,-15.481,0
239840,0.085,-0.346,0.351,-42.527,-20.321,-12.878,0
239850,0.000,-0.368,0.261,-45.733,-15.527,-12.786,521
239860,-0.186,-0.359,0.269,-54.725,-7.221,-11.679,0
239870,-0.320,-0.316,0.330,-58.542,-7.038,-9.580,0
239880,-0.594,-0.208,0.379,-62.206,-10.817,-0.924,0
239890,-0.982,-0.052,0.303,-63.809,-23.076,11.473,0
239900,-1.445,-0.007,0.207,-68.115,-31.481,24.985,715
239910,-2.000,-0.292,0.093,-76.008,-33.198,29.740,0
239920,-2.000,-0.601,0.017,-79.916,-38.069,19.832,0
239930,-2.000,-0.964,-0.165,-69.374,-43.046,-14.893,0
239940,-2.000,-0.927,-0.415,-54.947,-35.321,-46.885,0
239950,-2.000,-0.704,-0.602,-48.580,-13.397,-44.489,822
239960,-2.000,-0.019,-0.573,-54.679,23.267,-26.618,0
239970,-2.000,0.172,-0.497,-65.924,38.053,-14.107,0
239980,-2.000,0.182,-0.275,-99.145,38.901,5.626,0
239990,-1.833,0.191,-0.070,-117.878,37.275,15.153,0
240000,-1.613,0.099,0.049,-128.130,16.802,15.809,883
240010,-1.529,0.058,-0.116,-124.855,1.053,17.878,0
240020,-1.476,0.029,-0.172,-116.168,-0.344,20.969,0
240030,-1.376,-0.005,-0.323,-105.542,-3.550,24.435,0
240040,-1.221,-0.017,-0.383,-97.855,-3.053,28.817,0
240050,-1.054,-0.016,-0.345,-89.840,0.573,29.901,953
240060,-0.821,0.005,-0.148,-71.130,14.389,28.885,0
240070,-0.727,-0.005,-0.084,-61.763,19.656,26.748,0
240080,-0.521,-0.015,-0.019,-45.687,23.977,21.985,0
240090,-0.320,-0.016,0.041,-30.779,26.511,16.794,0
240100,-0.083,0.017,0.089,-22.397,25.198,12.275,976
240110,0.188,0.077,0.060,-19.313,20.031,4.321,0
240120,0.268,0.112,0.041,-20.275,18.672,2.466,0
240130,0.350,0.161,0.026,-24.092,16.252,3.534,0
240140,0.396,0.180,0.058,-23.252,11.824,9.038,0
240150,0.394,0.183,0.103,-12.725,4.626,15.840,1037
240160,0.319,0.195,0.204,20.588,-5.412,21.473,0
240170,0.260,0.179,0.219,37.473,-9.504,21.183,0
240180,0.145,0.141,0.196,58.702,-16.924,18.725,0
240190,0.071,0.121,0.159,68.985,-17.641,16.122,0
240200,0.005,0.119,0.112,71.221,-18.695,15.656,1094
240210,-0.144,0.182,0.128,74.595,-14.901,14.908,0
240220,-0.222,0.190,0.182,75.786,-14.405,14.305,0
240230,-0.441,0.188,0.320,70.595,-15.405,14.969,0
240240,-0.687,-0.010,0.370,58.954,-27.802,13.267,0
240250,-1.158,-0.130,0.268,44.939,-53.718,9.412,1121
240260,-2.000,-0.141,-0.019,41.458,-73.962,8.725,0
240270,-2.000,-0.133,-0.129,50.076,-69.527,9.244,0
