Time(ms),Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z,CO2
240280,-2.000,0.064,-0.031,77.298,-46.893,3.702,0
240290,-2.000,0.523,-0.109,116.740,-52.214,5.252,0
240300,-2.000,0.312,-0.656,152.176,-49.328,5.267,1134
240310,-2.000,0.016,-0.791,136.031,-4.908,-0.443,0
240320,-2.000,-0.097,-0.693,123.153,16.962,-1.046,0
240330,-2.000,-0.410,-0.430,108.313,38.282,-8.137,0
240340,-1.843,-0.513,-0.164,98.084,45.282,-13.832,0
240350,-1.647,-0.638,0.123,105.443,42.160,-20.092,1155
240360,-1.476,-0.445,0.131,120.908,16.504,-27.458,0
240370,-1.398,-0.347,0.062,118.626,5.336,-28.321,0
240380,-1.229,-0.228,-0.061,110.664,-7.603,-32.260,0
240390,-1.078,-0.183,-0.161,102.435,-12.656,-35.695,0
240400,-0.944,-0.193,-0.199,91.450,-9.115,-38.588,1215
240410,-0.792,-0.113,-0.114,74.908,-2.557,-39.908,0
240420,-0.708,-0.088,-0.065,68.985,-1.763,-38.626,0
240430,-0.538,-0.067,0.008,58.481,-1.290,-35.420,0
240440,-0.312,-0.060,-0.025,49.115,4.534,-31.359,0
240450,-0.121,-0.036,-0.022,37.275,13.244,-26.511,1217
240460,0.115,-0.083,0.013,28.870,25.321,-20.786,0
240470,0.227,-0.116,0.017,27.313,29.672,-19.420,0
240480,0.393,-0.154,0.051,23.756,32.817,-20.053,0
240490,0.505,-0.166,0.114,16.466,30.893,-19.832,0
240500,0.564,-0.179,0.248,4.176,22.160,-19.206,1217
240510,0.505,-0.200,0.407,-19.939,4.840,-15.443,0
240520,0.414,-0.211,0.434,-30.687,-2.191,-12.588,0
240530,0.229,-0.241,0.415,-47.534,-8.435,-6.473,0
240540,0.039,-0.298,0.338,-60.267,-5.939,0.008,0
240550,-0.096,-0.363,0.285,-69.397,1.336,6.160,1238
240560,-0.266,-0.426,0.304,-86.603,7.947,13.122,0
240570,-0.388,-0.401,0.359,-96.260,6.305,17.534,0
240580,-0.694,-0.329,0.461,-110.153,-0.924,24.282,0
240590,-1.118,-0.285,0.411,-127.664,-17.267,31.641,0
240600,-1.778,-0.325,0.308,-134.244,-13.221,31.718,1240
240610,-2.000,-0.763,0.240,-119.992,-26.313,-2.260,0
240620,-2.000,-0.857,0.122,-103.382,-55.740,-31.244,0
240630,-2.000,-0.676,-0.438,-72.573,-62.855,-63.053,0
240640,-2.000,-0.558,-0.832,-63.695,-31.328,-53.992,0
240650,-2.000,-0.527,-0.739,-70.298,11.603,-31.756,1286
240660,-2.000,-0.086,-0.427,-93.351,31.809,-13.947,0
240670,-1.950,-0.018,-0.254,-110.893,28.924,-8.031,0
240680,-1.741,0.068,-0.062,-135.282,14.786,1.137,0
240690,-1.597,0.054,-0.009,-141.244,5.550,4.588,0
240700,-1.480,0.046,-0.017,-134.565,-0.153,10.221,1311
240710,-1.419,0.021,-0.219,-125.710,-7.435,15.992,0
240720,-1.398,0.010,-0.300,-117.626,-5.214,19.061,0
240730,-1.323,-0.024,-0.418,-111.084,-2.160,22.359,0
240740,-1.187,-0.038,-0.405,-106.710,-1.450,24.420,0
240750,-0.989,-0.036,-0.302,-96.282,2.412,24.099,1305
240760,-0.686,-0.018,-0.077,-72.473,8.924,18.527,0
240770,-0.565,0.014,0.034,-62.504,10.137,17.710,0
240780,-0.374,0.085,0.173,-41.191,6.855,17.084,0
240790,-0.167,0.113,0.232,-22.817,3.031,18.420,0
240800,0.080,0.144,0.193,-8.565,2.725,20.061,1280
240810,0.376,0.165,0.089,-6.588,2.244,19.939,0
240820,0.448,0.185,0.059,-10.328,-0.947,22.107,0
240830,0.517,0.201,0.040,-18.893,-7.779,28.435,0
240840,0.465,0.179,0.099,-17.740,-17.565,35.092,0
240850,0.332,0.221,0.110,-0.824,-21.046,37.725,1110
240860,0.068,0.267,0.111,41.863,-18.427,38.374,0
240870,0.001,0.273,0.117,58.740,-17.344,36.099,0
240880,-0.055,0.250,0.139,77.321,-19.290,31.992,0
240890,-0.061,0.216,0.134,86.618,-21.191,25.779,0
240900,-0.089,0.178,0.087,93.824,-24.908,21.527,848
240910,-0.173,0.186,0.067,101.534,-14.420,21.328,0
240920,-0.253,0.200,0.143,100.366,-11.397,22.878,0
240930,-0.448,0.173,0.267,95.092,-12.931,27.977,0
240940,-0.773,0.021,0.318,90.473,-23.397,26.664,0
240950,-1.276,-0.068,0.200,87.198,-38.046,18.786,729
240960,-2.000,-0.271,-0.118,84.634,-39.023,4.870,0
240970,-2.000,-0.294,-0.379,79.420,-33.809,-5.802,0
240980,-2.000,-0.054,-0.191,71.870,-20.504,-20.855,0
240990,-2.000,0.281,-0.022,97.641,-49.244,-5.847,0
241000,-2.000,0.210,-0.274,115.527,-35.748,15.725,719
241010,-2.000,-0.176,-0.515,94.901,-25.168,11.313,0
241020,-2.000,-0.248,-0.553,89.794,-10.099,7.809,0
241030,-2.000,-0.380,-0.419,85.763,9.611,-5.443,0
241040,-1.911,-0.423,-0.257,91.863,16.687,-23.847,0
241050,-1.760,-0.306,-0.166,105.924,18.458,-33.580,645
241060,-1.517,-0.160,-0.124,120.069,4.000,-35.412,0
241070,-1.415,-0.111,-0.122,120.260,-3.672,-36.061,0
241080,-1.235,-0.064,-0.125,114.115,-14.321,-37.053,0
241090,-1.048,-0.036,-0.144,103.595,-14.664,-38.481,0
241100,-0.897,-0.012,-0.103,89.664,-4.198,-38.244,533
241110,-0.638,-0.034,0.059,76.458,11.924,-34.397,0
241120,-0.515,-0.033,0.116,71.679,16.359,-31.542,0
241130,-0.292,-0.044,0.168,64.374,19.504,-25.840,0
241140,-0.111,-0.041,0.169,54.939,22.084,-18.511,0
241150,0.026,-0.103,0.129,44.588,22.122,-14.275,438
241160,0.226,-0.153,0.070,32.763,25.450,-13.214,0
241170,0.265,-0.179,0.086,28.221,28.183,-14.290,0
241180,0.340,-0.211,0.108,20.863,28.412,-18.809,0
241190,0.392,-0.242,0.175,11.458,25.229,-21.969,0
241200,0.375,-0.302,0.273,-2.321,16.664,-22.809,387
241210,0.289,-0.363,0.389,-25.695,-4.351,-21.321,0
241220,0.235,-0.375,0.426,-36.733,-12.718,-20.672,0
241230,0.170,-0.366,0.395,-51.565,-23.214,-19.802,0
241240,0.109,-0.347,0.315,-63.313,-22.527,-19.221,0
241250,0.035,-0.342,0.274,-69.878,-18.244,-20.122,353
241260,-0.240,-0.343,0.410,-71.924,-17.023,-16.290,0
241270,-0.394,-0.297,0.437,-68.802,-19.595,-12.405,0
241280,-0.793,-0.157,0.317,-59.458,-20.771,-2.603,0
241290,-1.350,-0.001,0.057,-54.046,-18.771,13.649,0
241300,-2.000,-0.014,-0.131,-74.244,-18.519,26.618,304
241310,-2.000,-0.317,0.108,-113.183,-51.092,21.008,0
241320,-2.000,-0.494,0.182,-117.901,-72.229,5.328,0
241330,-2.000,-0.833,0.051,-95.328,-51.313,-30.885,0
241340,-2.000,-0.927,-0.227,-48.191,-13.038,-47.977,0
241350,-2.000,-0.671,-0.469,-21.947,6.046,-47.809,272
241360,-2.000,-0.114,-0.461,-30.542,36.137,-21.321,0
241370,-2.000,-0.007,-0.331,-45.847,39.916,-8.336,0
241380,-1.999,0.145,-0.096,-79.878,30.725,9.527,0
241390,-1.754,0.167,0.097,-119.664,12.504,22.344,0
241400,-1.478,0.061,0.018,-138.763,4.687,29.466,263
241410,-1.300,0.029,-0.242,-140.840,-9.420,29.756,0
241420,-1.278,0.040,-0.271,-139.023,-14.359,30.115,0
241430,-1.190,0.069,-0.253,-133.069,-16.504,31.595,0
241440,-1.016,0.047,-0.208,-122.366,-14.000,34.137,0
241450,-0.863,-0.029,-0.212,-110.992,-8.374,33.885,249
241460,-0.663,-0.085,-0.043,-88.099,4.267,30.405,0
241470,-0.567,-0.069,-0.011,-77.763,9.840,28.687,0
241480,-0.387,-0.040,-0.009,-60.603,20.046,23.863,0
241490,-0.202,0.005,-0.016,-48.000,26.214,18.450,0
241500,-0.051,0.022,-0.010,-37.802,30.061,13.382,247
241510,0.174,0.056,0.038,-35.153,23.076,7.565,0
241520,0.244,0.082,0.059,-35.221,14.855,6.435,0
241530,0.320,0.127,0.126,-32.115,1.527,7.061,0
241540,0.349,0.208,0.167,-20.076,-9.687,8.649,0
241550,0.335,0.297,0.172,0.794,-14.023,11.496,238
241560,0.290,0.257,0.186,36.824,-13.344,14.626,0
241570,0.253,0.221,0.160,48.221,-13.618,13.885,0
241580,0.196,0.180,0.097,59.748,-12.840,13.053,0
241590,0.078,0.168,-0.003,65.824,-8.969,14.344,0
241600,-0.055,0.169,-0.094,75.137,-3.985,16.015,222
241610,-0.316,0.244,0.033,91.649,3.931,19.901,0
241620,-0.467,0.262,0.179,97.229,2.511,20.885,0
241630,-0.794,0.277,0.417,94.420,-1.580,22.817,0
241640,-1.244,0.122,0.491,79.481,-12.229,22.267,0
241650,-1.732,-0.106,0.377,69.260,-28.725,17.023,211
241660,-2.000,-0.505,0.093,68.672,-51.618,4.695,0
241670,-2.000,-0.447,0.099,74.473,-59.084,-6.405,0
241680,-2.000,0.064,0.327,85.847,-66.885,-11.954,0
241690,-2.000,0.145,0.240,119.695,-64.924,7.389,0
241700,-2.000,0.065,-0.227,136.137,-54.137,13.336,198
241710,-2.000,-0.096,-0.672,118.626,-27.649,6.092,0
241720,-2.000,-0.161,-0.664,110.122,-14.985,0.847,0
241730,-2.000,-0.310,-0.513,99.687,1.275,-11.557,0
241740,-2.000,-0.541,-0.338,101.878,9.473,-27.885,0
241750,-1.896,-0.499,-0.188,113.137,19.695,-41.038,228
241760,-1.508,-0.375,-0.187,114.870,21.618,-46.817,0
241770,-1.403,-0.271,-0.157,111.397,17.664,-43.550,0
241780,-1.236,-0.178,-0.051,99.962,11.496,-37.863,0
241790,-1.059,-0.186,0.081,95.000,15.542,-43.885,0
241800,-0.854,-0.092,0.018,85.656,17.817,-42.053,385
241810,-0.622,-0.159,0.028,62.115,15.855,-32.931,0
241820,-0.541,-0.215,0.065,54.824,13.053,-30.092,0
241830,-0.410,-0.215,0.103,50.153,14.000,-26.458,0
241840,-0.239,-0.171,0.091,42.664,17.740,-22.779,0
241850,-0.066,-0.136,0.042,32.420,26.901,-17.794,684
241860,0.167,-0.110,0.039,22.664,35.237,-14.565,0
241870,0.240,-0.088,0.044,20.389,37.328,-13.908,0
241880,0.351,-0.073,0.127,14.924,38.038,-14.160,0
241890,0.448,-0.080,0.227,6.168,33.748,-16.137,0
241900,0.475,-0.106,0.318,-7.634,22.916,-17.405,939
241910,0.389,-0.184,0.372,-30.435,2.168,-15.435,0
241920,0.320,-0.190,0.373,-38.405,-5.641,-12.771,0
241930,0.177,-0.229,0.307,-48.053,-13.359,-7.992,0
241940,0.055,-0.280,0.183,-55.992,-13.344,-3.916,0
241950,-0.051,-0.328,0.116,-60.534,-4.046,-0.931,1123
241960,-0.229,-0.357,0.223,-72.122,9.145,4.496,0
241970,-0.347,-0.330,0.300,-78.321,10.916,8.244,0
241980,-0.585,-0.255,0.390,-83.550,6.450,18.191,0
241990,-0.969,-0.159,0.291,-88.962,-6.962,31.435,0
242000,-1.504,-0.219,0.206,-102.374,-19.779,46.672,1219
242010,-2.000,-0.642,0.140,-111.122,-22.802,37.435,0
242020,-2.000,-0.897,0.091,-107.366,-21.420,12.176,0
242030,-2.000,-0.886,-0.010,-72.702,-23.565,-41.496,0
242040,-2.000,-0.840,-0.324,-52.473,-16.908,-55.511,0
242050,-2.000,-0.677,-0.503,-42.115,6.641,-40.313,1188
242060,-2.000,-0.033,-0.458,-59.282,33.351,-18.382,0
242070,-2.000,0.150,-0.412,-72.290,44.069,-4.710,0
242080,-1.883,0.259,-0.236,-102.534,45.656,11.748,0
242090,-1.706,0.232,-0.080,-132.817,25.954,20.702,0
242100,-1.515,0.091,-0.031,-142.153,10.359,20.580,1201
242110,-1.419,-0.014,-0.103,-130.069,7.733,16.122,0
242120,-1.372,-0.002,-0.210,-121.412,7.069,14.511,0
242130,-1.285,0.058,-0.302,-111.321,7.504,16.885,0
242140,-1.151,0.119,-0.317,-104.679,9.275,25.893,0
242150,-0.955,0.100,-0.261,-96.092,17.962,34.580,1222
242160,-0.654,-0.011,-0.097,-79.954,26.481,39.458,0
242170,-0.524,-0.051,-0.036,-71.695,27.168,38.893,0
242180,-0.331,-0.087,0.041,-57.573,25.725,35.344,0
242190,-0.165,-0.113,0.052,-42.740,20.863,30.038,0
242200,0.058,-0.073,0.055,-32.351,15.198,24.397,1240
242210,0.311,0.047,0.051,-27.321,9.687,20.504,0
242220,0.396,0.113,0.056,-27.000,6.229,20.588,0
242230,0.457,0.200,0.117,-24.046,-1.206,24.214,0
242240,0.457,0.260,0.192,-11.916,-7.878,29.061,0
242250,0.427,0.316,0.253,13.115,-17.718,33.580,1315
242260,0.313,0.238,0.254,52.885,-27.519,31.321,0
242270,0.237,0.181,0.226,67.702,-29.511,27.038,0
242280,0.113,0.140,0.167,79.275,-31.099,20.366,0
242290,-0.012,0.126,0.038,81.374,-31.458,16.313,0
242300,-0.090,0.139,-0.108,81.069,-22.885,14.718,1319
242310,-0.246,0.227,-0.005,81.779,-0.672,14.977,0
242320,-0.332,0.229,0.078,82.130,-0.069,16.870,0
242330,-0.517,0.162,0.206,76.626,-8.702,16.519,0
242340,-0.825,0.045,0.290,70.992,-30.015,10.137,0
242350,-1.389,-0.006,0.233,69.267,-57.595,2.466,1313
242360,-2.000,-0.015,0.045,82.000,-67.389,-8.901,0
242370,-2.000,-0.066,-0.086,92.809,-54.786,-7.557,0
242380,-2.000,0.159,-0.209,91.695,-33.443,-8.756,0
242390,-2.000,0.266,-0.354,91.756,-27.992,8.649,0
242400,-2.000,0.161,-0.547,98.221,-23.015,14.099,1364
242410,-2.000,-0.083,-0.489,94.389,-6.672,3.863,0
242420,-2.000,-0.104,-0.428,95.359,7.481,-1.588,0
242430,-1.990,-0.228,-0.323,102.931,31.366,-8.160,0
242440,-1.809,-0.242,-0.224,110.695,41.595,-16.489,0
242450,-1.719,-0.228,-0.116,118.443,37.084,-18.176,1378
242460,-1.642,-0.250,-0.145,119.351,23.305,-16.924,0
242470,-1.615,-0.262,-0.191,114.198,15.420,-19.389,0
242480,-1.430,-0.279,-0.214,105.130,9.634,-22.870,0
242490,-1.200,-0.248,-0.182,99.160,10.069,-28.298,0
242500,-0.948,-0.191,-0.156,94.809,14.618,-32.718,1385
242510,-0.686,-0.128,0.005,93.038,21.618,-38.397,0
242520,-0.546,-0.127,0.045,91.015,18.229,-40.611,0
242530,-0.329,-0.122,0.043,82.076,10.557,-44.389,0
242540,-0.130,-0.124,0.112,69.221,6.756,-47.679,0
242550,0.053,-0.132,0.185,54.725,0.939,-48.824,1444
242560,0.325,-0.116,0.142,41.565,8.947,-45.458,0
242570,0.423,-0.133,0.098,35.924,18.618,-42.634,0
242580,0.551,-0.156,0.080,24.733,30.374,-38.389,0
242590,0.606,-0.154,0.154,10.282,30.336,-33.901,0
242600,0.570,-0.159,0.286,-2.992,13.924,-28.443,1509
242610,0.395,-0.177,0.420,-22.817,-15.130,-19.756,0
242620,0.312,-0.172,0.417,-30.573,-26.656,-15.191,0
242630,0.166,-0.185,0.350,-41.046,-35.794,-7.649,0
242640,0.032,-0.220,0.222,-50.252,-32.466,-4.160,0
242650,-0.071,-0.265,0.126,-61.977,-19.061,-0.718,1436
242660,-0.182,-0.312,0.221,-81.115,-0.855,4.015,0
242670,-0.273,-0.276,0.307,-84.145,0.107,7.954,0
242680,-0.497,-0.221,0.381,-84.489,-3.916,16.725,0
242690,-0.958,-0.167,0.249,-87.908,-17.160,26.427,0
242700,-1.595,-0.215,0.095,-102.687,-20.260,33.840,1251
242710,-2.000,-0.556,0.094,-131.366,-14.145,25.290,0
242720,-2.000,-0.725,0.147,-146.031,-18.824,4.191,0
242730,-2.000,-0.935,0.024,-122.511,-36.443,-40.214,0
242740,-2.000,-0.844,-0.655,-65.015,-29.298,-49.458,0
242750,-2.000,-0.658,-0.651,-35.168,6.947,-39.458,1123
242760,-2.000,-0.154,-0.615,-44.634,23.313,-17.542,0
242770,-2.000,0.082,-0.476,-54.878,33.000,-6.565,0
242780,-1.919,0.248,-0.274,-88.412,37.160,14.252,0
242790,-1.727,0.169,-0.045,-123.679,26.137,24.389,0
242800,-1.535,0.031,0.015,-144.359,5.015,24.550,1028
242810,-1.361,-0.028,-0.150,-140.450,-11.298,22.435,0
242820,-1.298,-0.019,-0.250,-132.534,-15.053,22.366,0
242830,-1.175,0.033,-0.257,-122.901,-20.435,24.115,0
242840,-1.064,0.091,-0.229,-116.924,-17.008,29.061,0
242850,-0.902,0.098,-0.121,-102.046,-9.748,35.214,976
242860,-0.661,0.032,-0.027,-77.046,1.695,37.947,0
242870,-0.578,-0.002,0.002,-65.550,7.824,35.649,0
242880,-0.380,-0.004,0.042,-49.359,16.099,31.664,0
242890,-0.198,-0.021,0.020,-36.840,15.672,25.511,0
242900,0.018,0.071,0.006,-25.252,14.695,19.840,973
242910,0.255,0.054,-0.006,-17.038,19.015,13.481,0
242920,0.311,0.041,0.013,-16.595,16.626,11.214,0
242930,0.362,0.039,0.057,-15.450,5.565,9.344,0
242940,0.351,0.139,0.123,-10.527,-7.099,10.015,0
242950,0.325,0.227,0.169,5.511,-15.336,11.618,851
242960,0.238,0.271,0.224,37.450,-15.870,14.878,0
242970,0.202,0.273,0.227,49.198,-15.458,14.550,0
242980,0.144,0.256,0.215,62.084,-14.053,13.916,0
242990,0.101,0.217,0.112,68.244,-16.290,15.130,0
243000,0.045,0.168,-0.077,72.260,-15.176,16.901,715
243010,-0.004,0.118,-0.177,77.321,1.519,21.565,0
243020,-0.049,0.126,-0.124,79.924,4.733,22.901,0
243030,-0.165,0.207,0.135,87.336,3.977,25.603,0
243040,-0.409,0.235,0.377,90.954,-4.794,29.603,0
243050,-0.731,0.057,0.483,81.817,-25.756,27.656,662
243060,-1.595,-0.160,0.253,61.351,-63.878,14.985,0
243070,-2.000,-0.329,0.118,52.031,-69.802,10.099,0
243080,-2.000,-0.541,-0.156,45.214,-63.359,-5.374,0
243090,-2.000,-0.390,-0.107,50.924,-50.573,-19.786,0
243100,-2.000,0.216,0.078,71.679,-55.679,0.924,568
243110,-2.000,0.302,-0.332,96.794,-53.664,16.000,0
243120,-2.000,0.181,-0.516,103.176,-34.527,15.870,0
243130,-2.000,-0.081,-0.684,109.664,-4.344,7.954,0
243140,-2.000,-0.350,-0.626,117.206,11.313,-11.542,0
243150,-2.000,-0.406,-0.533,123.542,17.198,-26.534,473
243160,-2.000,-0.333,-0.442,136.901,31.954,-40.374,0
243170,-2.000,-0.248,-0.354,138.687,31.916,-42.550,0
243180,-1.687,-0.158,-0.221,134.107,24.817,-44.969,0
243190,-1.396,-0.056,-0.099,120.634,19.321,-46.214,0
243200,-1.122,-0.011,-0.072,102.695,21.794,-45.374,436
243210,-0.775,-0.099,0.018,85.252,31.855,-40.305,0
243220,-0.653,-0.148,0.090,81.389,35.160,-39.198,0
243230,-0.437,-0.212,0.158,77.038,38.397,-38.305,0
243240,-0.226,-0.242,0.147,66.908,39.160,-35.290,0
243250,-0.087,-0.183,0.066,57.832,41.908,-31.015,390
243260,0.072,-0.161,0.115,47.832,42.519,-25.038,0
243270,0.137,-0.163,0.122,42.389,39.015,-24.122,0
243280,0.267,-0.167,0.146,33.924,33.969,-25.588,0
243290,0.406,-0.145,0.197,24.756,29.351,-28.069,0
243300,0.524,-0.099,0.285,12.824,23.298,-27.695,327
243310,0.531,-0.111,0.354,-9.046,7.504,-22.427,0
243320,0.461,-0.166,0.380,-18.985,-0.733,-20.405,0
243330,0.336,-0.230,0.429,-37.916,-18.740,-17.412,0
243340,0.223,-0.272,0.378,-51.977,-30.344,-14.626,0
243350,0.148,-0.274,0.254,-58.855,-34.206,-12.038,316
243360,0.048,-0.225,0.061,-61.527,-23.672,-11.863,0
243370,0.004,-0.189,-0.009,-63.771,-17.198,-12.244,0
243380,-0.062,-0.155,-0.040,-70.710,-5.351,-13.672,0
243390,-0.145,-0.186,0.030,-81.634,3.588,-13.756,0
243400,-0.286,-0.249,0.217,-88.687,3.985,-11.000,325
243410,-0.661,-0.206,0.373,-84.305,-9.481,0.847,0
243420,-0.916,-0.187,0.355,-80.008,-21.137,8.588,0
243430,-1.485,-0.136,0.196,-72.992,-46.489,24.160,0
243440,-2.000,-0.142,0.078,-66.038,-52.794,31.969,0
243450,-2.000,-0.307,0.069,-67.382,-51.076,20.695,299
243460,-2.000,-0.715,0.166,-91.954,-49.557,-9.008,0
243470,-2.000,-0.896,0.039,-91.412,-50.092,-16.656,0
243480,-2.000,-0.923,-0.317,-71.855,-45.168,-22.870,0
243490,-2.000,-0.685,-0.741,-57.695,-19.786,-19.771,0
243500,-2.000,-0.333,-0.881,-64.031,7.420,-12.893,291
243510,-2.000,-0.003,-0.579,-96.473,40.756,11.840,0
243520,-2.000,0.037,-0.471,-113.412,46.641,20.244,0
243530,-2.000,-0.048,-0.287,-127.229,55.122,29.252,0
243540,-1.782,-0.134,-0.179,-133.000,56.344,28.901,0
243550,-1.489,-0.078,-0.144,-134.153,48.534,27.328,295
243560,-1.135,0.060,-0.219,-135.069,32.809,32.000,0
243570,-1.013,0.072,-0.183,-135.344,27.740,35.099,0
243580,-0.837,0.094,-0.078,-124.916,21.725,41.916,0
243590,-0.619,0.066,0.029,-106.481,15.901,45.519,0
243600,-0.426,0.020,0.036,-80.840,24.168,44.985,278
243610,-0.223,0.022,0.057,-51.176,37.031,38.885,0
243620,-0.121,0.001,0.056,-43.122,39.962,34.710,0
243630,0.017,-0.045,0.036,-34.893,37.924,27.649,0
243640,0.167,-0.014,0.015,-34.160,27.557,21.092,0
243650,0.332,0.067,0.062,-39.695,18.176,17.137,286
243660,0.451,0.171,0.176,-35.046,5.130,18.947,0
243670,0.461,0.215,0.242,-25.565,-0.672,21.618,0
243680,0.454,0.271,0.302,-0.824,-12.053,25.298,0
243690,0.400,0.278,0.307,25.130,-20.405,25.275,0
243700,0.285,0.239,0.284,50.427,-27.481,20.489,339
243710,0.125,0.173,0.140,67.496,-28.542,13.664,0
243720,0.062,0.154,0.057,70.397,-26.969,11.794,0
243730,0.004,0.123,-0.081,67.588,-22.366,12.321,0
243740,-0.031,0.093,-0.169,61.053,-14.832,14.443,0
243750,-0.062,0.059,-0.181,61.092,-7.885,18.206,570
243760,-0.198,0.129,-0.069,64.954,-4.359,16.847,0
243770,-0.317,0.190,0.104,65.863,-3.992,16.260,0
243780,-0.549,0.215,0.335,61.092,-10.176,15.901,0
243790,-0.853,0.120,0.447,49.481,-32.366,11.260,0
243800,-1.366,-0.054,0.357,39.374,-58.527,8.656,881
243810,-2.000,-0.391,0.012,35.107,-74.466,-6.931,0
243820,-2.000,-0.452,-0.091,38.901,-70.641,-12.634,0
243830,-2.000,-0.236,-0.056,43.412,-61.267,-2.122,0
243840,-2.000,0.215,-0.135,64.298,-78.809,10.053,0
243850,-2.000,0.161,-0.651,102.710,-77.992,13.863,1016
243860,-2.000,0.078,-0.869,104.321,-45.305,-2.084,0
243870,-2.000,0.007,-0.901,102.595,-12.626,-5.458,0
243880,-2.000,-0.151,-0.825,105.664,32.969,-11.137,0
243890,-2.000,-0.276,-0.611,116.275,49.924,-21.794,0
243900,-2.000,-0.269,-0.390,127.298,50.496,-26.771,1054
243910,-1.871,-0.178,-0.136,116.824,36.748,-32.076,0
243920,-1.713,-0.155,-0.109,108.252,23.305,-33.153,0
243930,-1.351,-0.163,-0.062,99.527,13.573,-31.389,0
243940,-1.046,-0.195,-0.004,91.183,15.603,-32.153,0
243950,-0.812,-0.180,-0.092,91.176,26.542,-34.977,1096
243960,-0.635,-0.206,-0.071,83.344,30.771,-41.832,0
243970,-0.547,-0.231,0.010,75.458,26.519,-43.084,0
243980,-0.370,-0.249,0.116,61.038,19.748,-44.519,0
243990,-0.161,-0.230,0.196,49.298,16.832,-44.947,0
244000,-0.002,-0.165,0.201,40.458,20.267,-41.389,1226
244010,0.237,-0.146,0.157,30.855,34.626,-35.656,0
244020,0.356,-0.146,0.092,27.809,42.046,-34.176,0
244030,0.520,-0.101,0.032,21.405,48.435,-33.130,0
244040,0.626,-0.068,0.093,11.046,47.336,-28.053,0
244050,0.629,-0.027,0.208,-2.099,31.809,-24.954,1268
244060,0.457,-0.051,0.322,-21.969,-4.031,-18.183,0
244070,0.347,-0.082,0.330,-29.374,-16.168,-13.832,0
244080,0.181,-0.127,0.293,-39.313,-29.420,-5.389,0
244090,0.043,-0.167,0.172,-44.481,-29.962,0.939,0
244100,-0.060,-0.197,0.061,-46.511,-15.695,3.794,1278
244110,-0.092,-0.147,0.004,-51.985,10.496,7.099,0
244120,-0.098,-0.152,0.023,-56.336,20.046,7.664,0
244130,-0.132,-0.189,0.116,-65.076,26.084,10.573,0
244140,-0.286,-0.232,0.233,-68.855,19.794,17.023,0
244150,-0.572,-0.160,0.255,-78.809,0.672,25.580,1341
244160,-1.428,-0.196,0.136,-88.229,-21.229,40.229,0
244170,-1.932,-0.277,0.172,-92.267,-18.458,40.015,0
244180,-2.000,-0.557,0.257,-100.122,-24.046,24.160,0
244190,-2.000,-0.772,0.113,-98.137,-43.901,-33.901,0
244200,-2.000,-0.746,-0.240,-61.733,-53.695,-51.786,1358
244210,-2.000,-0.725,-0.895,-59.580,-56.336,-36.168,0
244220,-2.000,-0.690,-0.897,-66.115,-39.840,-30.901,0
244230,-2.000,-0.355,-0.761,-86.740,-15.336,-23.374,0
244240,-2.000,0.031,-0.826,-99.947,1.107,-8.244,0
244250,-2.000,0.224,-0.755,-109.580,30.786,4.969,1397
244260,-1.965,0.222,-0.305,-131.214,44.206,15.397,0
244270,-1.774,0.129,-0.204,-134.641,37.817,13.802,0
244280,-1.508,0.028,-0.229,-131.527,25.313,7.374,0
244290,-1.334,0.028,-0.305,-120.511,21.351,7.969,0
244300,-1.196,0.084,-0.284,-118.214,16.084,13.023,1372
244310,-0.824,0.100,-0.214,-107.290,13.275,26.496,0
244320,-0.715,0.098,-0.141,-100.092,14.550,31.595,0
244330,-0.513,0.111,0.024,-83.763,16.504,36.809,0
244340,-0.331,0.130,0.163,-65.344,14.969,40.435,0
244350,-0.102,0.072,0.180,-48.924,12.229,37.893,1343
244360,0.205,-0.014,0.141,-33.420,3.168,29.580,0
244370,0.248,-0.035,0.072,-28.008,-3.023,24.473,0
244380,0.300,-0.038,0.037,-16.664,-11.076,19.359,0
244390,0.339,-0.049,0.064,-9.405,-18.282,15.336,0
244400,0.364,0.022,0.121,-1.321,-23.992,11.145,1349
244410,0.332,0.203,0.175,17.023,-26.489,8.740,0
244420,0.291,0.274,0.195,28.679,-26.305,9.107,0
244430,0.212,0.298,0.228,49.176,-29.260,9.412,0
244440,0.116,0.275,0.221,67.870,-34.695,6.771,0
244450,0.006,0.220,0.146,79.611,-39.351,3.794,1190
244460,-0.055,0.203,-0.072,89.038,-35.115,3.053,0
244470,-0.097,0.175,-0.170,92.817,-29.962,4.687,0
244480,-0.119,0.174,-0.191,97.191,-11.496,7.328,0
244490,-0.199,0.233,0.033,98.107,-2.328,11.344,0
244500,-0.336,0.271,0.306,95.237,-8.725,15.924,963
244510,-0.717,0.052,0.503,82.565,-34.511,11.786,0
244520,-1.027,-0.021,0.477,77.008,-54.046,6.000,0
244530,-1.722,-0.152,0.340,70.618,-71.237,1.351,0
244540,-2.000,-0.480,-0.103,68.641,-56.740,-5.992,0
244550,-2.000,-0.553,-0.241,48.573,-18.504,-19.160,852
244560,-2.000,0.325,-0.041,68.046,-60.328,9.626,0
244570,-2.000,0.187,-0.208,93.107,-53.924,15.008,0
244580,-2.000,0.295,-0.467,107.382,-49.985,9.351,0
