Time(ms),Acc_x(g),Acc_y(g),Acc_z(g),Gyro_x,Gyro_y,Gyro_z,CO2(ppm)
335942,-0.249,1.214,0.302,-7.412,-1.939,14.534,0
335964,0,0,0,0,0,0,1874
335964,-0.191,1.239,0.34,-16.115,3.824,9.382,0
335972,-0.177,1.23,0.324,-18.351,5.924,7.206,0
335982,-0.168,1.216,0.275,-18.695,8.672,5.893,0
335992,-0.168,1.212,0.242,-15.74,10.252,4.977,0
336014,-0.225,1.237,0.246,-4.153,10.16,0.618,0
336014,0,0,0,0,0,0,1876
336022,-0.239,1.236,0.245,-4.214,10.168,-1.305,0
336032,-0.243,1.219,0.255,-7.359,10.176,-2.786,0
336042,-0.237,1.198,0.225,-10.481,11.183,-2.878,0
336065,-0.2,1.098,0.176,-12.389,9.214,-1.824,0
336064,0,0,0,0,0,0,1864
336072,-0.186,1.049,0.174,-13.282,7.672,-0.588,0
336082,-0.171,1.018,0.166,-11.565,6.87,-0.145,0
336092,-0.147,0.966,0.164,-8.802,7.145,-0.794,0
336115,-0.1,0.877,0.123,-4.13,6.412,-1.733,0
336114,0,0,0,0,0,0,1896
336122,-0.092,0.861,0.124,-2.954,7.191,-1.802,0
336132,-0.094,0.851,0.141,0.779,8.115,-1.634,0
336142,-0.093,0.856,0.15,5.168,9.901,-1.061,0
336165,-0.115,0.864,0.195,13.718,11.351,2.832,0
336164,0,0,0,0,0,0,1924
336172,-0.12,0.885,0.205,16.16,11.863,3.878,0
336182,-0.131,0.892,0.21,17.42,12.542,4.656,0
336192,-0.121,0.877,0.205,16.092,13.16,5.038,0
336215,-0.097,0.829,0.194,9.344,11.908,4.863,0
336214,0,0,0,0,0,0,1950
336222,-0.094,0.801,0.185,7.794,9.42,4.244,0
336232,-0.073,0.777,0.182,6.641,7.458,1.458,0
336242,-0.073,0.78,0.185,4.748,5.695,-2.244,0
336264,0,0,0,0,0,0,1919
336265,-0.069,0.719,0.219,-2.168,5.168,-11.702,0
336272,-0.069,0.694,0.223,-5.481,5.763,-12.924,0
336282,-0.061,0.665,0.238,-6.595,5.397,-13.496,0
336292,-0.077,0.652,0.261,-5.29,4.733,-13.275,0
336314,0,0,0,0,0,0,1876
336315,-0.077,0.665,0.259,2.405,2.046,-11,0
336322,-0.079,0.667,0.267,2.229,0.748,-9.42,0
336332,-0.081,0.699,0.292,3.244,0.374,-7.405,0
336342,-0.09,0.737,0.306,5.328,-0.069,-5.55,0
336364,0,0,0,0,0,0,1854
336365,-0.095,0.819,0.345,5.672,0.466,-0.55,0
336372,-0.095,0.872,0.361,4.84,0.046,0.916,0
336382,-0.088,0.925,0.38,3.718,-0.023,2.206,0
336392,-0.1,0.959,0.398,0.962,-0.931,1.496,0
336415,-0.116,1.026,0.404,-7.275,-1.107,-0.26,0
336414,0,0,0,0,0,0,1846
336422,-0.124,1.043,0.389,-8.435,-1.191,-1.389,0
336432,-0.144,1.079,0.379,-8.298,-1.466,-2.466,0
336442,-0.155,1.132,0.36,-7.008,-2.336,-3.137,0
336465,-0.211,1.236,0.358,-7.725,-5.702,-6.511,0
336464,0,0,0,0,0,0,1791
336472,-0.225,1.257,0.365,-10.656,-6.55,-6.962,0
336482,-0.213,1.239,0.372,-14.634,-6.771,-7.885,0
336492,-0.182,1.184,0.381,-18.015,-5.13,-6.374,0
336514,0,0,0,0,0,0,1735
336515,-0.162,1.122,0.292,-15.458,-0.527,-1.855,0
336522,-0.184,1.126,0.25,-9.305,-0.244,-0.328,0
336532,-0.208,1.121,0.238,-1.573,-2.046,1.481,0
336542,-0.21,1.141,0.25,6.023,-4.794,2.847,0
336564,-0.2,1.206,0.26,11.718,-8.771,3.74,0
336564,0,0,0,0,0,0,1752
336572,-0.195,1.191,0.248,7.794,-7.771,4.405,0
336582,-0.174,1.18,0.252,1.458,-7.885,5.092,0
336592,-0.169,1.157,0.245,0.031,-7.618,4.359,0
336614,-0.152,1.035,0.221,-4.618,-3.985,0.939,0
336614,0,0,0,0,0,0,1730
336622,-0.166,0.992,0.204,-4.824,-2.122,-0.359,0
336632,-0.172,0.933,0.188,-2.626,0.305,-1.053,0
336642,-0.186,0.904,0.157,0.87,2.519,-2.168,0
336664,-0.186,0.872,0.137,2.771,5.076,-6.511,0
336664,0,0,0,0,0,0,1737
336672,-0.175,0.86,0.149,2.42,4.786,-7.145,0
336682,-0.165,0.848,0.164,2.168,3.481,-7.336,0
336692,-0.156,0.828,0.174,2.382,2.29,-5.099,0
336715,-0.128,0.776,0.173,5.305,-1.344,5.313,0
336714,0,0,0,0,0,0,1757
336722,-0.122,0.754,0.177,8.275,-1.565,10.359,0
336732,-0.116,0.733,0.199,10.443,-1.908,16.374,0
336742,-0.095,0.708,0.207,10.588,-1.389,22.122,0
336764,-0.065,0.684,0.207,8.435,-1.107,25.809,0
336764,0,0,0,0,0,0,1762
336772,-0.072,0.686,0.211,7.664,-0.939,23.817,0
336782,-0.076,0.697,0.209,6.824,-1.198,19.802,0
336792,-0.08,0.74,0.219,6.359,0.916,13.397,0
336814,-0.108,0.789,0.241,3.855,4.817,2.26,0
336814,0,0,0,0,0,0,1776
336822,-0.109,0.785,0.261,2.908,5.137,0.313,0
336832,-0.103,0.787,0.28,2.489,2.58,-0.634,0
336842,-0.111,0.777,0.3,1.588,-0.954,0.275,0
336864,-0.153,0.813,0.323,3.496,-7.198,8.863,0
336864,0,0,0,0,0,0,1679
336872,-0.157,0.823,0.325,3.847,-8.015,11.153,0
336882,-0.164,0.838,0.329,1.71,-8.084,14.115,0
336892,-0.167,0.871,0.342,0.481,-6.931,14.649,0
336914,-0.198,0.903,0.345,-0.702,-5.29,10.847,0
336914,0,0,0,0,0,0,1546
336922,-0.2,0.921,0.345,-2.229,-4.466,8.374,0
336932,-0.199,0.922,0.357,-4.427,-3.389,5.496,0
336942,-0.201,0.919,0.367,-7.504,-2.122,4.519,0
336964,-0.219,0.954,0.354,-11.481,0.466,4.244,0
336964,0,0,0,0,0,0,1401
336972,-0.219,0.966,0.354,-12.901,1.511,6.29,0
336982,-0.212,0.988,0.346,-11.611,3.214,8.328,0
336992,-0.215,1.031,0.327,-10.214,4.55,9.794,0
337014,-0.223,1.117,0.294,-10.137,0.198,11.847,0
337014,0,0,0,0,0,0,1199
337022,-0.211,1.119,0.31,-9.939,-2.023,11.542,0
337032,-0.189,1.134,0.295,-10.725,-4.206,10.511,0
337042,-0.197,1.171,0.257,-7.763,-5.397,8.947,0
337064,-0.222,1.239,0.224,4.557,-6.519,8.115,0
337064,0,0,0,0,0,0,970
337072,-0.232,1.264,0.244,9.573,-6.473,7.122,0
337082,-0.236,1.302,0.268,12.794,-5.901,6.115,0
337092,-0.239,1.32,0.29,9.489,-4.359,6.359,0
337114,-0.201,1.29,0.263,-3.641,3.061,8.313,0
337114,0,0,0,0,0,0,801
337122,-0.185,1.234,0.234,-6.649,5.115,8.313,0
337132,-0.171,1.166,0.201,-9.985,7.229,7.611,0
337142,-0.148,1.081,0.167,-10.015,9.557,5.168,0
337164,-0.13,0.944,0.089,-6.855,10.641,-0.565,0
337164,0,0,0,0,0,0,729
337172,-0.117,0.907,0.073,-4.58,10.908,-1.679,0
337182,-0.11,0.878,0.068,-2.122,10.573,-2.145,0
337192,-0.112,0.882,0.083,0.267,10.282,-2.321,0
337214,-0.101,0.887,0.121,13.481,1.038,-1.214,0
337214,0,0,0,0,0,0,680
337222,-0.097,0.884,0.133,16.809,-4.122,-0.924,0
337232,-0.088,0.899,0.149,18.679,-9.748,-1.71,0
337242,-0.087,0.885,0.167,16.42,-13.748,-3.55,0
337264,-0.084,0.805,0.174,8.802,-18.519,-7.031,0
337264,0,0,0,0,0,0,645
337272,-0.083,0.767,0.172,8.672,-19.16,-6.496,0
337282,-0.073,0.73,0.158,9.87,-20.145,-6.176,0
337292,-0.079,0.711,0.166,11.374,-20.901,-6.26,0
337314,-0.075,0.68,0.177,11.977,-17.198,-9.366,0
337314,0,0,0,0,0,0,604
337322,-0.079,0.676,0.185,11.878,-15.359,-10.542,0
337332,-0.091,0.684,0.196,10.908,-13.87,-12.046,0
337342,-0.091,0.687,0.231,11.916,-13.069,-12.863,0
337365,-0.093,0.693,0.273,13.252,-12.107,-13.473,0
337364,0,0,0,0,0,0,538
337372,-0.091,0.683,0.276,11.824,-12.244,-12.634,0
337382,-0.088,0.681,0.289,11.718,-13.145,-11.656,0
337392,-0.094,0.701,0.296,13.183,-14.573,-10.42,0
337415,-0.132,0.779,0.349,9.168,-15.351,-10.55,0
337414,0,0,0,0,0,0,469
337422,-0.134,0.819,0.364,7.031,-14.74,-11.359,0
337432,-0.155,0.845,0.387,3.634,-13.023,-12.015,0
337442,-0.162,0.871,0.405,2.076,-10.885,-11.122,0
337464,-0.19,0.943,0.41,7.534,-7.389,-8.412,0
337464,0,0,0,0,0,0,409
337472,-0.197,1,0.417,9.901,-7.084,-7.359,0
337482,-0.2,1.072,0.422,10.908,-7.084,-6.855,0
337492,-0.207,1.127,0.424,8.618,-8.603,-6.656,0
337514,0,0,0,0,0,0,366
337515,-0.233,1.227,0.406,-0.603,-15.206,-9.267,0
337522,-0.241,1.252,0.385,-5.29,-20.031,-10.725,0
337532,-0.248,1.246,0.353,-10.237,-26.275,-12.771,0
337542,-0.259,1.224,0.337,-15.405,-31.443,-14.13,0
337565,-0.243,1.101,0.303,-25.611,-38.405,-14.954,0
337564,0,0,0,0,0,0,340
337572,-0.259,1.09,0.258,-19.962,-39.71,-14.252,0
337582,-0.297,1.125,0.204,-10.305,-40.191,-14.084,0
337732,-0.324,0.844,0.09,9.672,-63.893,-10.527,0
337714,0,0,0,0,0,0,237
337764,0,0,0,0,0,0,224
337764,-0.273,0.854,0.173,12.282,-55.168,-4.618,0
337772,-0.262,0.831,0.173,11.511,-53.687,-2.802,0
337782,-0.228,0.808,0.177,10.863,-52.42,-0.71,0
337792,-0.204,0.772,0.162,9.641,-52.252,0.16,0
337815,-0.157,0.689,0.082,11.221,-54,0.45,0
337814,0,0,0,0,0,0,197
337822,-0.148,0.67,0.072,9.954,-55.153,0.427,0
337832,-0.147,0.663,0.054,10.626,-54.931,-2.145,0
337842,-0.152,0.658,0.063,13.557,-56.611,-4.931,0
337864,-0.175,0.688,0.153,13.893,-61.122,-8.725,0
337864,0,0,0,0,0,0,177
337872,-0.173,0.692,0.187,13.023,-60.947,-9.733,0
337882,-0.169,0.697,0.218,11.321,-58.931,-9.893,0
337892,-0.178,0.686,0.242,9.802,-55.145,-9.298,0
337914,-0.187,0.679,0.255,10.252,-46.489,-5.947,0
337914,0,0,0,0,0,0,173
337922,-0.194,0.698,0.251,13.481,-43.954,-4.557,0
337932,-0.191,0.731,0.26,17.374,-41.511,-4.702,0
337942,-0.205,0.767,0.272,19.924,-39.45,-6.26,0
337964,-0.209,0.875,0.322,20.214,-38.191,-10.168,0
337964,0,0,0,0,0,0,165
337972,-0.22,0.906,0.336,20.229,-39.321,-11.038,0
337982,-0.215,0.928,0.36,16.405,-41.55,-12.748,0
337992,-0.207,0.959,0.37,10.374,-43.504,-13.473,0
338014,-0.229,0.951,0.378,-3.947,-47.191,-14.695,0
338014,0,0,0,0,0,0,156
338022,-0.24,0.946,0.374,-6.565,-48.641,-13.443,0
338032,-0.253,0.945,0.379,-8.115,-51.084,-11.664,0
338042,-0.285,0.976,0.374,-5.351,-52.16,-9.13,0
338064,-0.302,1.059,0.39,2.038,-51.061,-2.786,0
338064,0,0,0,0,0,0,155
338072,-0.305,1.094,0.389,3.252,-49,-1.519,0
338082,-0.291,1.116,0.385,1.718,-45.611,0,0
338092,-0.267,1.147,0.354,0.023,-41.718,1.626,0
338114,-0.252,1.241,0.235,8.763,-34.389,-1.863,0
338114,0,0,0,0,0,0,154
338122,-0.268,1.26,0.221,9.977,-34.595,-3.695,0
338132,-0.283,1.301,0.218,14.237,-35.863,-7.015,0
338142,-0.298,1.359,0.231,19.42,-37.924,-11.962,0
338164,0,0,0,0,0,0,146
338164,-0.281,1.34,0.213,8.55,-41.954,-19.947,0
338172,-0.279,1.296,0.211,1.328,-42.893,-20.58,0
338182,-0.255,1.223,0.194,-5,-44.443,-19.985,0
338192,-0.232,1.127,0.159,-9.168,-46.779,-17.634,0
338214,-0.196,0.927,0.063,-7.794,-54.099,-12.977,0
338214,0,0,0,0,0,0,146
338222,-0.197,0.894,0.047,-4.473,-57,-11.679,0
338232,-0.178,0.872,0.046,-0.71,-58.992,-12.389,0
338242,-0.164,0.849,0.047,-0.046,-60.786,-14.26,0
338264,-0.147,0.819,0.058,-0.603,-64.557,-19.618,0
338264,0,0,0,0,0,0,149
338272,-0.15,0.829,0.073,-0.084,-66.443,-20.641,0
338282,-0.155,0.845,0.095,0.168,-68.687,-22.191,0
338292,-0.155,0.861,0.115,1.74,-70.374,-23.214,0
338314,-0.181,0.895,0.157,7.252,-73.817,-21.45,0
338314,0,0,0,0,0,0,144
338322,-0.177,0.902,0.191,10.366,-74.061,-20.221,0
338332,-0.184,0.902,0.222,14.573,-72.626,-19.115,0
338342,-0.183,0.895,0.229,16.71,-70.687,-17.45,0
338364,-0.176,0.878,0.26,12.092,-64.977,-17.511,0
338364,0,0,0,0,0,0,138
338372,-0.169,0.867,0.251,12.473,-62.13,-18.771,0
338382,-0.163,0.856,0.24,12.58,-59.374,-20.634,0
338392,-0.161,0.851,0.24,11.679,-55.618,-23.061,0
338414,-0.146,0.815,0.256,8.511,-51.435,-28.802,0
338414,0,0,0,0,0,0,138
338422,-0.147,0.794,0.265,7.748,-51.023,-29.092,0
338432,-0.138,0.781,0.279,7.42,-52.069,-28.58,0
338442,-0.133,0.756,0.288,7.664,-54.107,-27.74,0
338464,-0.143,0.737,0.295,7.557,-58.947,-22.458,0
338464,0,0,0,0,0,0,143
338472,-0.139,0.738,0.297,8.45,-60.84,-20.237,0
338482,-0.14,0.746,0.292,8.947,-62.695,-16.947,0
338492,-0.144,0.798,0.314,11.511,-64.122,-14.847,0
338514,-0.151,0.885,0.362,9.214,-62.511,-12.046,0
338514,0,0,0,0,0,0,143
338522,-0.151,0.906,0.385,4.405,-61,-12.389,0
338532,-0.153,0.932,0.392,-2.718,-58.023,-12.824,0
338542,-0.168,0.946,0.4,-7.053,-55.771,-13.519,0
338564,-0.183,0.927,0.393,-6.252,-50.763,-11.405,0
338564,0,0,0,0,0,0,140
338572,-0.18,0.937,0.371,-3.382,-49.481,-9.122,0
338582,-0.176,0.978,0.36,-2.702,-48.214,-6.832,0
338592,-0.166,1.015,0.332,-1.763,-48.458,-6.55,0
338614,-0.18,1.154,0.333,0.038,-51.641,-15.893,0
338614,0,0,0,0,0,0,143
338622,-0.194,1.187,0.333,-2.069,-51.038,-20.992,0
338632,-0.219,1.17,0.359,-7.939,-50.962,-26.397,0
338642,-0.226,1.136,0.374,-10.763,-48.641,-28.267,0
338664,-0.24,1.122,0.314,0.603,-42.618,-22.855,0
338664,0,0,0,0,0,0,135
338672,-0.248,1.117,0.293,4.084,-41.107,-19.397,0
338682,-0.247,1.116,0.296,8.55,-39.71,-15.198,0
338692,-0.241,1.13,0.291,13.29,-39.985,-11.214,0
338714,-0.237,1.123,0.217,19.885,-41.206,-5.42,0
338714,0,0,0,0,0,0,135
338722,-0.235,1.123,0.19,20.42,-41.695,-5.55,0
338732,-0.232,1.132,0.16,20.595,-42.924,-7.214,0
338742,-0.226,1.112,0.152,17.817,-44.137,-11.573,0
338764,-0.223,1.017,0.154,9.595,-46.229,-21.916,0
338764,0,0,0,0,0,0,146
338772,-0.218,0.965,0.145,6.504,-46.389,-23.763,0
338782,-0.232,0.899,0.123,3.198,-47.153,-24.87,0
338792,-0.226,0.837,0.105,1.626,-48.191,-24.16,0
338814,0,0,0,0,0,0,160
338815,-0.249,0.773,0.086,4.466,-51.588,-21.786,0
338822,-0.257,0.751,0.104,7.336,-52.008,-20.809,0
338832,-0.244,0.752,0.132,8.802,-50.977,-19.244,0
338842,-0.23,0.77,0.168,10.183,-48.519,-16.527,0
338865,-0.208,0.769,0.203,15,-41.389,-12.313,0
338864,0,0,0,0,0,0,159
338872,-0.199,0.772,0.218,16.55,-40.053,-10.908,0
338882,-0.195,0.773,0.232,19.763,-37.16,-8.015,0
338892,-0.188,0.781,0.23,22.824,-35.405,-5.374,0
338914,-0.173,0.808,0.246,24.702,-33.107,-3.008,0
338914,0,0,0,0,0,0,150
338922,-0.172,0.808,0.254,23.221,-33.534,-3.061,0
338932,-0.164,0.805,0.262,21.924,-32.893,-3.389,0
338942,-0.165,0.797,0.255,18.153,-31.947,-4.092,0
338964,0,0,0,0,0,0,155
338964,-0.155,0.768,0.258,10.481,-31.191,-4.282,0
338972,-0.153,0.76,0.255,10.053,-31.649,-3.534,0
338982,-0.157,0.75,0.258,10.641,-32.359,-2.122,0
338992,-0.155,0.751,0.256,8.878,-32.832,0,0
339014,-0.171,0.775,0.295,7.511,-32.893,1.267,0
339014,0,0,0,0,0,0,151
339022,-0.17,0.794,0.317,7.687,-31.824,0.794,0
339032,-0.171,0.814,0.302,9.168,-31.321,-0.26,0
339042,-0.182,0.848,0.335,9.542,-31.519,-1.954,0
339064,-0.184,0.904,0.373,6.031,-29.374,-4.557,0
339064,0,0,0,0,0,0,149
339072,-0.194,0.916,0.369,3.496,-28.748,-5.374,0
339082,-0.194,0.932,0.392,0.611,-27.847,-5.229,0
339092,-0.195,0.942,0.395,-3.221,-26.176,-6.084,0
339115,-0.216,0.954,0.38,-9.099,-21.901,-3.573,0
339114,0,0,0,0,0,0,159
339122,-0.233,0.968,0.361,-10.542,-21.649,-1.969,0
339132,-0.244,0.999,0.353,-8.771,-21.992,0.29,0
339142,-0.264,1.036,0.344,-4.649,-21.595,3.191,0
339164,-0.273,1.175,0.345,-1.664,-18.405,4.817,0
339164,0,0,0,0,0,0,206
339172,-0.247,1.193,0.368,-4.855,-16.542,4.962,0
339182,-0.23,1.194,0.375,-9.679,-12.427,5.321,0
339192,-0.202,1.171,0.35,-13.366,-8.336,5.733,0
339214,-0.19,1.131,0.227,-6.969,-4.893,4.198,0
339214,0,0,0,0,0,0,322
339222,-0.21,1.123,0.222,-3.298,-5.137,3.183,0
339232,-0.237,1.131,0.234,3.779,-5.863,0.16,0
339242,-0.26,1.167,0.25,8.885,-5.748,-2.947,0
339264,-0.248,1.199,0.282,5.908,-6.031,-6.893,0
339264,0,0,0,0,0,0,516
339272,-0.228,1.195,0.277,2.45,-6.641,-9.145,0
339282,-0.213,1.153,0.253,-2.122,-5.779,-11.733,0
339292,-0.203,1.074,0.213,-9.275,-5.42,-14.092,0
339314,-0.196,0.924,0.161,-13.076,-7.328,-13.107,0
339314,0,0,0,0,0,0,719
339322,-0.19,0.894,0.144,-9.618,-7.992,-12.023,0
339332,-0.187,0.865,0.129,-3.107,-8.74,-9.519,0
339342,-0.172,0.853,0.13,1.939,-8.809,-6.244,0
339364,0,0,0,0,0,0,850
339364,-0.153,0.88,0.162,7.733,-8.435,0.046,0
339372,-0.146,0.889,0.169,9.046,-8.206,0.748,0
339382,-0.152,0.896,0.194,11.16,-8.321,1.389,0
339392,-0.155,0.907,0.185,13.076,-8.191,0.473,0
339414,-0.142,0.862,0.206,15.267,-11.26,-2.427,0
339414,0,0,0,0,0,0,939
339422,-0.127,0.847,0.205,15.489,-12.275,-2.282,0
339432,-0.089,0.821,0.216,14.321,-13.267,-1.595,0
339442,-0.079,0.792,0.226,13.771,-13.649,-1.038,0
339464,-0.078,0.804,0.243,9.473,-13.992,0.779,0
339464,0,0,0,0,0,0,1094
339472,-0.09,0.798,0.235,7.534,-14.359,0.656,0
339482,-0.091,0.811,0.255,5.412,-14.504,-1.634,0
339492,-0.097,0.835,0.258,2.061,-14.099,-5.824,0
339514,-0.093,0.789,0.284,-12.099,-12.206,-12.382,0
339514,0,0,0,0,0,0,1213
339522,-0.084,0.76,0.286,-14.122,-11.954,-13.58,0
339532,-0.094,0.74,0.28,-13.565,-12.046,-13.802,0
339542,-0.098,0.721,0.264,-11.099,-13.496,-13.435,0
339564,0,0,0,0,0,0,1272
339564,-0.115,0.718,0.302,-8.13,-14.634,-10.412,0
339572,-0.12,0.723,0.325,-7.71,-15.718,-9.55,0
339582,-0.133,0.745,0.338,-5.733,-15.42,-6.656,0
339592,-0.13,0.769,0.354,-4.328,-15.466,-3.702,0
339614,-0.135,0.841,0.364,-0.847,-14.511,1.198,0
339614,0,0,0,0,0,0,1345
339622,-0.137,0.875,0.367,0.206,-14.786,1.832,0
339632,-0.148,0.932,0.375,1.794,-14.015,2.344,0
339642,-0.155,0.992,0.378,2.672,-13.962,0.573,0
339664,-0.177,1.123,0.389,0.092,-14.008,-6.656,0
339664,0,0,0,0,0,0,1392
339672,-0.188,1.151,0.389,0.137,-14.015,-10.443,0
339682,-0.204,1.16,0.378,-2.573,-13.336,-14.565,0
339692,-0.205,1.177,0.346,-6.771,-10.824,-16.443,0
339714,-0.209,1.146,0.324,-7.725,-6.916,-14.397,0
339714,0,0,0,0,0,0,1434
339722,-0.21,1.155,0.304,-4.221,-7,-12.153,0
339732,-0.215,1.169,0.264,0.794,-7.153,-9.527,0
339742,-0.214,1.189,0.247,6.122,-8.55,-7.794,0
339764,-0.215,1.207,0.277,13.443,-9.725,-4.366,0
339764,0,0,0,0,0,0,1486
339772,-0.214,1.211,0.271,14.565,-9.084,-3.038,0
339782,-0.2,1.208,0.253,14.878,-8.046,-1.382,0
339792,-0.188,1.188,0.235,13.16,-6.313,-0.55,0
339814,0,0,0,0,0,0,1493
339814,-0.153,1.115,0.223,3.557,-4.947,-2.71,0
339822,-0.141,1.063,0.198,0.611,-4.634,-3.405,0
339832,-0.148,0.999,0.174,-1.053,-5.191,-5.153,0
339842,-0.149,0.935,0.15,-2.244,-6.092,-6.458,0
339864,-0.16,0.822,0.104,-0.336,-9.893,-9.176,0
339864,0,0,0,0,0,0,1495
339872,-0.165,0.816,0.1,3.336,-10.198,-8.42,0
339882,-0.161,0.824,0.112,8.099,-10.382,-6.672,0
339892,-0.141,0.812,0.134,12.397,-9.824,-5.901,0
339914,-0.125,0.799,0.162,17.878,-13.969,-1.656,0
339914,0,0,0,0,0,0,1562
339922,-0.115,0.801,0.172,20.885,-15.992,0.672,0
339932,-0.121,0.801,0.174,22.344,-17.42,3.504,0
339942,-0.119,0.797,0.198,22.107,-17.763,6.42,0
339964,-0.119,0.812,0.186,18.13,-13.237,6.053,0
339964,0,0,0,0,0,0,1607
339972,-0.117,0.809,0.197,16.351,-10.237,4.733,0
339982,-0.135,0.806,0.187,15.053,-7.672,3.611,0
339992,-0.133,0.806,0.2,14.954,-6.076,1.527,0
340014,-0.104,0.771,0.202,11.061,-2.466,0.672,0
340014,0,0,0,0,0,0,1628
340022,-0.099,0.759,0.211,10.046,-1.29,1.824,0
340032,-0.096,0.755,0.241,7.824,-0.74,3.802,0
340042,-0.102,0.749,0.237,8.069,-1.321,4.427,0
340064,0,0,0,0,0,0,1690
340065,-0.134,0.763,0.278,8.206,-1.344,3.489,0
340072,-0.15,0.777,0.287,7.298,-0.443,1.969,0
340082,-0.153,0.778,0.297,5.878,1.695,-0.458,0
340092,-0.157,0.799,0.315,3.214,3.489,-1.977,0
340115,-0.166,0.844,0.341,0.221,2.962,-6.13,0
340114,0,0,0,0,0,0,1714
340122,-0.178,0.877,0.335,-0.947,1.641,-8.015,0
340132,-0.184,0.914,0.361,-3.954,0.214,-10.382,0
340142,-0.198,0.924,0.367,-8.992,-0.435,-12.023,0
340165,-0.217,0.947,0.388,-16.076,-1.458,-10.588,0
340164,0,0,0,0,0,0,1735
340172,-0.23,0.965,0.389,-17.511,-2.099,-7.557,0
340182,-0.244,0.99,0.396,-17.069,-2.985,-3.328,0
340192,-0.245,1.037,0.39,-15.931,-2.771,1.481,0
340214,0,0,0,0,0,0,1718
340215,-0.245,1.147,0.349,-13.26,0.496,11.878,0
340222,-0.223,1.195,0.356,-12.855,1.55,14.221,0
340232,-0.185,1.221,0.372,-13.84,2.84,14.16,0
340242,-0.16,1.231,0.366,-16.672,4.176,12.74,0
340265,-0.153,1.224,0.259,-12.649,6.366,7.435,0
340264,0,0,0,0,0,0,1733
340272,-0.165,1.216,0.253,-10.672,6.542,5.366,0
340282,-0.185,1.239,0.261,-8.061,6.466,2.252,0
340292,-0.205,1.25,0.274,-5.282,6.191,-1.542,0
340315,-0.218,1.246,0.254,-7,7.275,-5.183,0
340314,0,0,0,0,0,0,1744
340322,-0.201,1.223,0.229,-7.13,8.237,-4.794,0
340332,-0.181,1.169,0.202,-8.641,9.29,-4.008,0
340342,-0.157,1.102,0.178,-11.695,9.718,-2.511,0
340364,-0.115,0.955,0.175,-11.702,7.305,1.023,0
340364,0,0,0,0,0,0,1524
340372,-0.116,0.918,0.161,-9.42,7.008,2.954,0
340382,-0.106,0.903,0.165,-7.908,7.595,5.679,0
340392,-0.087,0.885,0.18,-8.305,8.511,7.916,0
340414,0,0,0,0,0,0,1310
340414,-0.079,0.877,0.17,1.588,12.16,6.733,0
340422,-0.076,0.885,0.174,4.679,13.321,6.084,0
340432,-0.082,0.894,0.188,6.87,14.168,5.55,0
340442,-0.093,0.911,0.194,7.824,14.954,4.397,0
340464,-0.09,0.884,0.192,1.153,12.977,1.527,0
340464,0,0,0,0,0,0,1156
340472,-0.1,0.857,0.173,-1.275,11.618,1.771,0
340482,-0.087,0.817,0.154,-2.122,9.733,1.176,0
340492,-0.078,0.779,0.148,-2.992,8.71,0.176,0
340514,-0.079,0.723,0.154,-2.786,10.771,-3.618,0
340514,0,0,0,0,0,0,1029
340522,-0.088,0.71,0.159,-3.58,11.275,-4.763,0
340532,-0.083,0.704,0.157,-4.397,11.389,-5.573,0
340542,-0.08,0.693,0.173,-5.847,11.504,-6.664,0
340564,-0.083,0.655,0.198,-6.206,8.244,-6.641,0
340564,0,0,0,0,0,0,936
340572,-0.087,0.644,0.205,-4.221,6.214,-7.046,0
340582,-0.092,0.639,0.228,-2.573,4.611,-6.817,0
340592,-0.096,0.643,0.249,-0.527,2.924,-6.672,0
340614,-0.115,0.693,0.276,10.611,0.282,-2.824,0
340614,0,0,0,0,0,0,786
340622,-0.109,0.733,0.303,13.489,0.053,-1.328,0
340632,-0.11,0.788,0.329,16.74,0.076,0.351,0
340642,-0.105,0.858,0.35,17.374,0.206,1.527,0
340664,0,0,0,0,0,0,696
340664,-0.114,0.958,0.427,4.298,4.046,0.397,0
340672,-0.124,0.969,0.432,0.137,4.443,-0.221,0
340682,-0.146,0.996,0.436,-1.786,3.282,-0.527,0
340692,-0.148,1.028,0.42,-1.435,2.649,-1.351,0
340714,-0.189,1.142,0.395,2.718,0.466,-5.298,0
340714,0,0,0,0,0,0,619
340722,-0.195,1.179,0.381,1.046,-1.046,-6.855,0
340732,-0.199,1.234,0.368,-1.519,-3.198,-8.481,0
340742,-0.203,1.252,0.375,-6.046,-5.084,-10.901,0
340764,0,0,0,0,0,0,549
340764,-0.191,1.173,0.368,-15.008,-5.611,-12.374,0
340772,-0.194,1.16,0.326,-13.672,-4.107,-10.71,0
340782,-0.207,1.154,0.29,-8.153,-3.527,-8.466,0
340792,-0.224,1.145,0.28,-0.122,-3.313,-5.412,0
340814,-0.225,1.19,0.306,12.656,-2.504,-1.16,0
340814,0,0,0,0,0,0,522
340822,-0.227,1.205,0.309,12.55,-1.504,-0.115,0
340832,-0.213,1.192,0.306,9.779,-0.366,1.748,0
340842,-0.191,1.165,0.28,6.878,1.168,3.557,0
340864,-0.145,1.071,0.224,2.229,2.023,8.573,0
340864,0,0,0,0,0,0,463
340872,-0.127,1.027,0.202,1.702,1.718,9.145,0
340882,-0.12,0.971,0.18,1.107,0.771,8.214,0
340892,-0.14,0.921,0.146,0.359,-0.13,5.565,0
